Date,Open,High,Low,Close,Volume,Adj Close
2012-10-24,342.90,342.90,342.90,342.90,000,342.90
2012-10-23,342.05,345.00,341.10,342.90,1117500,342.90
2012-10-22,347.00,347.45,341.80,343.60,1046300,343.60
2012-10-19,347.60,349.50,343.00,344.55,1435900,344.55
2012-10-18,352.40,352.70,344.60,346.10,2186200,346.10
2012-10-17,353.55,355.50,349.75,352.05,1059400,352.05
2012-10-16,353.10,357.40,351.00,352.30,740700,352.30
2012-10-15,351.00,353.65,350.75,351.90,596300,351.90
2012-10-12,355.00,355.90,349.05,352.05,2587700,352.05
2012-10-11,362.00,364.50,357.55,358.25,2960700,358.25
2012-10-10,364.85,365.90,360.00,360.85,1533800,360.85
2012-10-09,367.00,368.30,360.45,367.15,1091300,367.15
2012-10-08,372.00,372.90,363.75,365.40,961500,365.40
2012-10-05,383.55,384.60,320.50,373.25,1934900,373.25
2012-10-04,382.00,385.00,378.55,382.90,1427300,382.90
2012-10-03,384.25,387.25,379.20,380.25,2132600,380.25
2012-10-02,382.70,382.70,382.70,382.70,000,382.70
2012-10-01,379.00,386.40,377.50,382.70,1358900,382.70
2012-09-28,378.00,383.65,378.00,381.05,2112600,381.05
2012-09-27,379.90,380.30,368.00,375.70,2040200,375.70
2012-09-26,376.15,381.50,376.15,379.85,538000,379.85
2012-09-25,380.20,383.00,375.55,377.25,1242900,377.25
2012-09-24,375.30,383.65,371.10,380.45,2115700,380.45
2012-09-21,374.40,382.55,372.00,378.00,1560300,378.00
2012-09-20,370.00,375.00,368.00,373.05,2015500,373.05
2012-09-19,369.70,369.70,369.70,369.70,000,369.70
2012-09-18,384.20,385.00,368.65,369.70,2264500,369.70
2012-09-17,393.40,394.95,380.50,384.80,1075600,384.80
2012-09-14,395.95,395.95,387.55,391.55,2101100,391.55
2012-09-13,387.10,389.35,385.50,387.90,679500,387.90
2012-09-12,377.25,386.00,375.30,384.55,1004000,384.55
2012-09-11,373.50,377.00,372.10,374.85,558200,374.85
2012-09-10,380.00,382.30,375.00,376.45,706500,376.45
2012-09-07,381.50,384.80,376.90,377.80,1149600,377.80
2012-09-06,362.50,379.00,360.70,377.45,1945600,377.45
2012-09-05,361.00,364.00,357.70,362.10,690700,362.10
2012-09-04,363.00,366.00,360.40,363.05,559400,363.05
2012-09-03,362.90,372.50,361.65,364.20,1001600,364.20
2012-08-31,369.00,372.50,360.55,362.60,1652800,362.60
2012-08-30,364.00,370.00,362.10,369.00,1558600,369.00
2012-08-29,364.00,369.00,361.50,364.15,1161000,364.15
2012-08-28,360.50,365.00,359.00,363.65,779400,363.65
2012-08-27,366.50,366.85,360.05,361.25,603600,361.25
2012-08-24,362.95,366.50,360.25,365.10,1124300,365.10
2012-08-23,355.65,366.75,355.65,363.10,1819800,363.10
2012-08-22,355.00,357.45,350.25,354.50,1625300,354.50
2012-08-21,350.65,358.50,350.65,355.75,1130500,355.75
2012-08-20,353.50,353.50,353.50,353.50,000,353.50
2012-08-17,349.40,354.50,346.50,353.50,1072400,353.50
2012-08-16,354.20,354.70,347.00,349.40,1109500,349.40
2012-08-15,355.50,355.50,355.50,355.50,000,355.50
2012-08-14,356.00,357.55,352.40,355.50,549800,355.50
2012-08-13,348.00,356.65,347.35,355.60,668600,355.60
2012-08-10,344.20,352.00,343.30,349.70,603800,349.70
2012-08-09,351.00,355.00,344.50,345.60,794800,345.60
2012-08-08,350.00,352.50,347.35,350.55,853600,350.55
2012-08-07,347.55,350.80,345.00,348.40,1702300,348.40
2012-08-06,350.00,353.00,343.55,345.80,1146000,345.80
2012-08-03,338.50,348.25,336.00,347.15,1116500,347.15
2012-08-02,338.00,341.50,337.10,340.05,534100,340.05
2012-08-01,340.20,341.50,335.65,339.55,671700,339.55
2012-07-31,336.40,343.40,336.40,340.05,1752000,340.05
2012-07-30,335.00,338.05,325.30,332.70,2615000,332.70
2012-07-27,333.05,337.20,331.70,334.40,1511000,334.40
2012-07-26,339.50,341.50,327.35,329.95,1929300,329.95
2012-07-25,346.00,349.90,334.30,338.65,3221800,338.65
2012-07-24,353.00,353.00,340.60,345.90,3615800,345.90
2012-07-23,360.60,361.70,353.00,356.45,759500,356.45
2012-07-20,368.95,372.00,362.30,363.30,629100,363.30
2012-07-19,366.25,369.70,365.25,368.55,977900,368.55
2012-07-18,365.00,367.00,363.05,364.35,1845700,364.35
2012-07-17,357.00,364.35,353.20,362.65,1521800,362.65
2012-07-16,358.00,361.50,354.20,355.75,1061700,355.75
2012-07-13,361.50,364.70,357.00,358.85,1786300,358.85
2012-07-12,368.00,369.00,355.55,359.25,4760800,359.25
2012-07-11,384.00,384.95,371.50,374.30,4532600,374.30
2012-07-10,387.80,390.95,383.50,384.50,1492200,384.50
2012-07-09,389.05,391.75,384.10,385.90,1233300,385.90
2012-07-06,394.60,395.05,389.05,392.15,1403500,392.15
2012-07-05,394.75,396.85,391.05,395.65,1374800,395.65
2012-07-04,401.15,403.80,392.00,394.75,1359700,394.75
2012-07-03,401.00,404.50,398.50,400.50,1038800,400.50
2012-07-02,401.20,402.95,398.50,400.25,891100,400.25
2012-06-29,401.40,409.75,398.25,399.90,1844200,399.90
2012-06-28,397.55,399.85,396.20,398.80,796300,398.80
2012-06-27,402.15,404.70,398.10,399.20,423800,395.20
2012-06-26,398.15,402.60,397.20,401.05,519900,397.03
2012-06-25,399.30,402.40,397.50,400.05,593700,396.04
2012-06-22,393.00,404.50,393.00,400.05,1124300,396.04
2012-06-21,397.10,403.50,396.25,401.75,1200100,397.72
2012-06-20,399.55,401.90,397.30,400.00,1278300,395.99
2012-06-19,394.00,401.00,394.00,399.55,725500,395.55
2012-06-18,398.25,402.70,387.15,395.30,1088000,391.34
2012-06-15,397.00,401.00,395.60,397.95,757300,393.96
2012-06-14,398.80,398.80,392.10,394.35,852300,390.40
2012-06-13,394.00,398.45,393.30,396.55,912300,392.58
2012-06-12,396.00,397.40,387.00,393.15,2230000,389.21
2012-06-11,404.00,407.50,397.15,400.25,730800,396.24
2012-06-08,399.50,405.00,397.20,403.35,1054200,399.31
2012-06-07,410.10,414.90,399.05,400.80,1148000,396.78
2012-06-06,400.20,412.45,400.20,410.60,1291300,406.49
2012-06-05,396.15,404.40,394.45,398.60,781100,394.61
2012-06-04,394.90,402.75,394.10,396.25,509800,392.28
2012-06-01,404.40,405.10,398.00,401.50,1182800,397.48
2012-05-31,405.60,415.75,404.00,410.00,1645800,405.89
2012-05-30,405.30,415.00,405.30,412.15,825000,408.02
2012-05-29,398.55,411.35,397.00,409.75,733300,405.64
2012-05-28,395.00,401.85,394.40,399.85,623200,395.84
2012-05-25,392.00,396.00,388.25,394.10,493700,390.15
2012-05-24,385.00,393.70,380.10,392.30,854500,388.37
2012-05-23,382.50,386.90,378.70,384.95,662900,381.09
2012-05-22,384.80,387.60,380.20,381.45,846500,377.63
2012-05-21,388.05,393.90,380.00,383.20,1075400,379.36
2012-05-18,382.50,393.05,382.35,391.25,873900,387.33
2012-05-17,391.05,395.85,385.80,390.75,1530600,386.83
2012-05-16,400.25,407.90,388.55,390.35,1532600,386.44
2012-05-15,398.35,409.90,398.35,404.25,962300,400.20
2012-05-14,398.30,406.15,398.30,403.50,816800,399.46
2012-05-11,405.00,411.60,397.15,400.90,765300,396.88
2012-05-10,406.50,415.60,406.15,408.65,981300,404.56
2012-05-09,401.25,409.75,399.35,406.25,1278600,402.18
2012-05-08,409.10,409.15,395.05,404.00,1816300,399.95
2012-05-07,409.90,420.50,407.00,413.85,1112700,409.70
2012-05-04,412.35,419.90,411.25,414.90,1992100,410.74
2012-05-03,403.80,413.65,402.70,412.35,1778300,408.22
2012-05-02,406.20,409.70,402.20,404.00,1153500,399.95
2012-05-01,406.10,406.10,406.10,406.10,000,402.03
2012-04-30,405.10,408.80,402.00,405.05,860400,400.99
2012-04-27,402.00,409.00,402.00,405.80,916000,401.73
2012-04-26,412.00,412.65,398.50,402.65,4548800,398.62
2012-04-25,423.00,423.00,405.80,410.40,6026400,406.29
2012-04-24,426.90,444.10,426.90,442.00,1845200,437.57
2012-04-23,421.10,426.45,421.10,424.15,806800,419.90
2012-04-20,420.90,427.90,420.70,424.80,948800,420.54
2012-04-19,428.95,428.95,419.20,420.65,1601800,416.44
2012-04-18,425.20,429.50,424.65,427.40,744000,423.12
2012-04-17,420.00,425.00,419.90,421.20,2027600,416.98
2012-04-16,419.00,427.65,413.20,420.95,2338300,416.73
2012-04-13,423.20,437.95,413.10,419.30,3579100,415.10
2012-04-12,443.30,446.10,437.45,439.10,356200,434.70
2012-04-11,440.55,448.00,440.10,445.95,1000000,441.48
2012-04-10,439.30,449.30,439.30,445.40,1333300,440.94
2012-04-09,438.55,444.90,437.20,439.05,609500,434.65
2012-04-06,443.80,443.80,443.80,443.80,000,439.35
2012-04-05,443.80,443.80,443.80,443.80,000,439.35
2012-04-04,443.00,451.70,440.25,443.80,1050800,439.35
2012-04-03,445.35,448.90,441.15,446.50,764200,442.03
2012-04-02,437.60,444.00,436.30,443.15,1242900,438.71
2012-03-30,435.30,441.70,431.05,440.10,1517200,435.69
2012-03-29,428.85,439.00,421.55,436.80,3047400,432.42
2012-03-28,427.00,431.00,422.00,429.85,1566800,425.54
2012-03-27,424.05,429.70,416.25,428.40,1537400,424.11
2012-03-26,425.00,429.80,420.95,423.10,1246900,418.86
2012-03-23,420.25,427.60,420.10,425.25,1699100,420.99
2012-03-22,428.80,432.80,419.25,421.30,1074500,417.08
2012-03-21,428.50,433.95,423.20,427.60,892300,423.32
2012-03-20,425.25,430.40,425.20,429.60,1208400,425.30
2012-03-19,425.15,429.00,419.95,428.00,1023500,423.71
2012-03-16,430.10,435.90,426.50,428.55,707000,424.26
2012-03-15,421.85,431.80,420.55,427.45,1338500,423.17
2012-03-14,431.55,431.95,421.40,426.05,1198900,421.78
2012-03-13,432.10,434.00,427.55,430.95,1054600,426.63
2012-03-12,435.10,440.15,429.50,437.75,1735400,433.36
2012-03-09,443.50,448.05,429.25,432.20,1581700,427.87
2012-03-08,424.85,424.85,424.85,424.85,000,420.59
2012-03-07,428.80,444.00,428.60,439.95,2082200,435.54
2012-03-06,427.90,439.00,426.50,432.10,905500,427.77
2012-03-05,425.00,434.45,422.00,431.35,506300,427.03
2012-03-02,426.10,443.05,420.35,429.00,1143600,424.70
2012-03-01,433.00,433.00,418.90,424.85,1028900,420.59
2012-02-29,424.65,436.25,421.30,432.35,1156300,428.02
2012-02-28,424.90,430.90,418.50,420.25,1285000,416.04
2012-02-27,440.00,440.80,422.15,424.80,780800,420.54
2012-02-24,440.10,447.80,435.35,437.90,698600,433.51
2012-02-23,439.25,445.95,436.40,441.45,1313900,437.03
2012-02-22,443.70,451.00,440.05,442.80,1414600,438.36
2012-02-21,447.10,450.70,441.20,443.70,1405300,439.25
2012-02-20,448.85,448.85,448.85,448.85,000,444.35
2012-02-17,445.00,453.00,438.25,448.85,1489200,444.35
2012-02-16,435.00,440.50,433.05,439.35,784800,434.95
2012-02-15,436.10,440.75,433.40,436.10,1066100,431.73
2012-02-14,434.90,439.75,432.00,435.10,618100,430.74
2012-02-13,446.00,448.00,435.45,436.60,767300,432.23
2012-02-10,445.00,450.45,441.05,449.35,986200,444.85
2012-02-09,430.45,448.40,428.40,445.60,1838700,441.14
2012-02-08,428.35,438.75,428.30,434.60,1623400,430.25
2012-02-07,427.15,431.35,426.00,428.05,941800,423.76
2012-02-06,429.95,432.15,422.60,427.10,778900,422.82
2012-02-03,426.00,429.05,421.75,427.45,1859100,423.17
2012-02-02,413.00,429.00,413.00,426.05,3295600,421.78
2012-02-01,413.00,414.60,410.00,411.85,1059000,407.72
2012-01-31,410.55,415.50,410.10,413.90,1258000,409.75
2012-01-30,415.10,422.00,408.00,409.80,1208900,405.69
2012-01-27,421.00,422.00,415.70,418.00,794400,413.81
2012-01-26,419.55,419.55,419.55,419.55,000,415.35
2012-01-25,419.05,422.90,416.00,419.55,1168000,415.35
2012-01-24,415.75,422.00,415.10,419.05,1189400,414.85
2012-01-23,410.75,420.50,410.75,415.80,1479200,409.65
2012-01-20,415.00,424.90,410.10,413.75,4306300,407.63
2012-01-19,406.00,409.40,399.25,404.15,1336600,398.18
2012-01-18,410.10,413.90,402.55,404.10,831300,398.13
2012-01-17,406.00,419.00,405.90,415.15,1764200,409.01
2012-01-16,398.50,408.80,397.55,407.45,768000,401.43
2012-01-13,394.40,404.85,390.70,401.00,1094400,395.07
2012-01-12,390.00,397.45,382.50,391.45,2920800,385.66
2012-01-11,403.75,406.95,399.40,401.30,1014700,395.37
2012-01-10,404.05,407.60,401.90,403.55,1190400,397.58
2012-01-09,407.00,408.50,400.05,401.15,847000,395.22
2012-01-06,412.95,412.95,403.10,405.75,1247800,399.75
2012-01-05,415.70,422.90,411.20,414.95,1136700,408.82
2012-01-04,418.70,425.00,415.35,418.25,1903400,412.07
2012-01-03,402.35,417.90,401.35,416.50,2161800,410.34
2012-01-02,399.00,401.90,395.40,399.00,640600,393.10
2011-12-30,395.20,402.50,395.20,398.70,1200300,392.81
2011-12-29,396.00,400.40,394.50,398.35,1485100,392.46
2011-12-28,405.35,410.75,394.25,397.05,1657700,391.18
2011-12-27,408.00,411.70,404.00,406.85,607800,400.84
2011-12-26,403.15,411.80,403.15,406.30,915300,400.29
2011-12-23,401.00,409.00,395.75,406.00,1150800,400.00
2011-12-22,396.05,403.10,393.50,397.55,1846600,391.67
2011-12-21,402.90,411.90,393.40,407.15,2223800,401.13
2011-12-20,402.20,407.00,392.00,396.15,1383100,390.29
2011-12-19,399.05,405.15,392.30,404.00,1051000,398.03
2011-12-16,402.35,409.40,396.35,403.65,1762600,397.68
2011-12-15,415.00,418.00,402.50,406.60,4353400,400.59
2011-12-14,410.05,417.85,409.40,415.55,1702600,409.41
2011-12-13,413.70,420.90,405.25,412.60,1900100,406.50
2011-12-12,405.20,419.80,402.70,414.75,2039600,408.62
2011-12-09,408.50,412.90,401.55,404.95,1472000,398.96
2011-12-08,400.10,415.25,398.55,412.75,3200900,406.65
2011-12-07,390.00,405.60,388.00,404.10,3246100,398.13
2011-12-06,390.15,390.15,390.15,390.15,000,384.38
2011-12-05,390.10,397.00,386.55,390.15,1573700,384.38
2011-12-02,384.85,400.00,379.05,391.80,4940500,386.01
2011-12-01,384.00,394.00,381.65,386.45,1416100,380.74
2011-11-30,373.90,382.00,371.80,377.20,3102200,371.62
2011-11-29,373.90,376.00,370.55,373.70,2556100,368.18
2011-11-28,374.80,376.80,369.20,372.05,2122600,366.55
2011-11-25,367.00,373.00,365.00,369.95,3449700,364.48
2011-11-24,363.30,374.40,361.90,370.65,1574800,365.17
2011-11-23,373.95,374.80,361.25,365.90,1184900,360.49
2011-11-22,370.10,380.00,368.25,377.80,1407800,372.22
2011-11-21,370.00,374.50,365.65,370.10,1279000,364.63
2011-11-18,365.10,377.00,360.05,374.00,2043000,368.47
2011-11-17,371.55,378.10,363.10,367.65,1477800,362.22
2011-11-16,382.00,384.10,368.25,374.15,1405200,368.62
2011-11-15,384.95,386.90,382.20,383.75,884900,378.08
2011-11-14,382.35,389.45,382.35,387.40,1643500,381.67
2011-11-11,374.00,387.30,370.45,382.10,3745900,376.45
2011-11-09,369.30,380.50,369.30,376.50,1169100,370.93
2011-11-08,368.35,373.50,367.20,369.30,374800,363.84
2011-11-04,373.20,377.00,368.50,371.85,982400,366.35
2011-11-03,373.85,373.85,366.75,370.80,1029900,365.32
2011-11-02,369.95,377.00,364.55,374.15,1444200,368.62
2011-11-01,367.75,374.90,364.95,372.05,1989400,366.55
2011-10-31,375.00,385.00,363.40,366.60,3505400,361.18
2011-10-28,376.55,390.00,365.65,374.05,1698700,368.52
2011-10-26,370.10,374.50,367.15,368.70,147400,363.25
2011-10-25,360.55,381.95,354.20,372.15,2636200,366.65
2011-10-24,357.05,365.00,355.70,358.10,652100,352.81
2011-10-21,356.40,358.00,350.25,354.05,615200,348.82
2011-10-20,352.25,355.90,347.00,354.55,486700,349.31
2011-10-19,346.80,358.90,346.80,357.60,945700,352.31
2011-10-18,348.65,351.70,342.70,346.05,540500,340.93
2011-10-17,364.05,366.40,354.75,356.80,1010400,351.53
2011-10-14,346.70,364.95,346.70,363.30,1659300,357.93
2011-10-13,353.00,355.00,348.50,349.50,971900,344.33
2011-10-12,347.05,358.70,347.05,350.55,2497900,345.37
2011-10-11,352.30,353.95,338.65,341.70,1068100,336.65
2011-10-10,335.05,350.00,334.30,348.90,763000,343.74
2011-10-07,338.00,345.00,330.00,333.80,1872100,328.87
2011-10-05,336.05,341.85,326.00,327.95,1345800,323.10
2011-10-04,326.55,338.00,325.35,333.55,1205500,328.62
2011-10-03,335.00,336.75,323.60,330.20,1277900,325.32
2011-09-30,348.50,352.80,335.10,340.80,1208000,335.76
2011-09-29,346.00,350.00,342.25,347.60,1298300,342.46
2011-09-28,351.40,358.40,345.15,347.55,1853000,342.41
2011-09-27,343.30,353.80,343.00,348.20,1847800,343.05
2011-09-26,340.35,346.50,337.20,340.05,1651100,335.02
2011-09-23,338.00,348.90,334.30,339.50,1964000,334.48
2011-09-22,350.75,352.70,337.15,340.35,1568100,335.32
2011-09-21,351.90,359.95,351.10,356.65,1708400,351.38
2011-09-20,341.95,355.00,340.20,350.95,2080000,345.76
2011-09-19,339.00,344.80,337.00,341.00,958700,335.96
2011-09-16,349.20,354.35,337.75,338.75,1500000,333.74
2011-09-15,346.10,350.00,339.00,348.20,1859700,343.05
2011-09-14,330.10,346.40,326.35,342.40,2230900,337.34
2011-09-13,327.80,333.60,323.35,329.10,1112300,324.24
2011-09-12,329.00,332.30,323.00,325.20,1758500,320.39
2011-09-09,338.25,342.00,332.30,338.35,1805000,333.35
2011-09-08,330.05,344.00,330.05,338.15,2213300,333.15
2011-09-07,326.60,330.95,326.10,329.55,1529800,324.68
2011-09-06,320.00,330.00,312.30,323.05,2041300,318.27
2011-09-05,330.00,333.30,320.00,321.75,2732300,316.99
2011-09-02,345.10,352.95,328.60,334.35,1530800,329.41
2011-08-30,334.40,338.40,325.60,334.70,1381700,329.75
2011-08-29,323.15,335.75,323.15,328.90,1250600,324.04
2011-08-26,326.60,330.75,316.40,319.75,1005500,315.02
2011-08-25,331.80,332.90,325.25,328.20,1861200,323.35
2011-08-24,333.00,335.00,326.20,329.85,1277300,324.97
2011-08-23,335.00,338.00,320.70,332.95,1128500,328.03
2011-08-22,317.60,337.45,315.10,332.35,1044800,327.44
2011-08-19,320.00,327.95,310.50,320.35,1561900,315.61
2011-08-18,345.00,345.50,323.95,328.15,2396100,323.30
2011-08-17,338.00,352.25,338.00,344.30,1644300,339.21
2011-08-16,345.00,348.85,336.70,340.40,957200,335.37
2011-08-12,356.00,357.70,337.00,342.95,1871800,337.88
2011-08-11,349.00,356.70,347.55,352.90,1240100,347.68
2011-08-10,353.00,358.30,349.15,354.90,2147600,349.65
2011-08-09,340.10,352.10,338.30,346.75,3496900,341.62
2011-08-08,355.00,360.40,337.00,357.85,2845300,352.56
2011-08-05,362.05,370.70,359.05,367.30,1343000,361.87
2011-08-04,379.65,383.65,375.00,375.70,1077100,370.15
2011-08-03,379.00,385.00,376.00,381.20,1265100,375.57
2011-08-02,391.05,391.90,382.10,383.45,862600,377.78
2011-08-01,391.50,397.20,387.00,391.90,498100,386.11
2011-07-29,391.55,400.00,388.00,389.30,1097900,383.55
2011-07-28,395.90,399.90,391.30,395.00,1206700,389.16
2011-07-27,408.05,409.90,401.45,402.55,1148300,396.60
2011-07-26,409.90,412.30,405.15,410.45,1148100,404.38
2011-07-25,406.00,411.60,401.80,410.15,682800,404.09
2011-07-22,404.95,407.00,402.05,405.85,1263300,399.85
2011-07-21,398.00,402.80,392.95,401.10,829200,395.17
2011-07-20,417.00,417.00,395.05,398.95,4690600,393.05
2011-07-19,414.85,417.00,410.65,415.20,912600,409.06
2011-07-18,412.15,416.30,410.30,413.65,518400,407.54
2011-07-15,414.20,417.00,410.40,414.80,570100,408.67
2011-07-14,411.15,414.90,410.05,411.50,563300,405.42
2011-07-13,410.50,415.40,410.50,413.50,667200,407.39
2011-07-12,412.50,417.65,407.60,414.60,1696100,408.47
2011-07-11,427.30,429.00,417.35,420.90,464700,414.68
2011-07-08,431.00,435.00,350.00,431.50,1154800,425.12
2011-07-07,424.00,432.40,420.05,431.05,893700,424.68
2011-07-06,427.80,429.80,422.60,424.85,2508100,418.57
2011-07-05,422.65,430.50,422.50,428.00,1017900,421.67
2011-07-04,427.70,427.70,422.30,424.40,1630400,418.13
2011-07-01,423.80,424.95,418.00,423.15,1060700,416.90
2011-06-30,422.45,424.05,411.60,417.60,1555300,411.43
2011-06-29,418.70,422.70,417.75,420.55,785400,414.33
2011-06-28,421.10,424.00,413.00,419.10,1311800,408.96
2011-06-27,422.45,428.30,418.30,422.65,892700,412.43
2011-06-24,409.60,425.80,408.10,424.20,1119600,413.94
2011-06-23,402.25,412.00,402.25,409.90,808900,399.99
2011-06-22,402.60,408.95,401.50,403.80,836500,394.03
2011-06-21,402.60,405.50,395.50,402.40,1005900,392.67
2011-06-20,410.00,412.45,381.45,402.30,1829400,392.57
2011-06-17,413.60,418.90,408.00,408.85,747500,398.96
2011-06-16,422.65,423.00,414.75,416.05,1129000,405.99
2011-06-15,437.00,438.45,422.15,424.40,2074100,414.14
2011-06-14,435.50,440.00,435.50,436.85,456800,426.28
2011-06-13,434.45,438.50,432.60,435.45,689000,424.92
2011-06-10,437.80,442.00,434.10,437.45,718400,426.87
2011-06-09,440.50,442.55,435.50,438.80,922000,428.19
2011-06-08,441.80,443.30,437.60,441.20,440800,430.53
2011-06-07,442.50,444.50,439.55,440.60,941400,429.94
2011-06-06,442.00,446.95,438.00,445.05,390100,434.29
2011-06-03,439.00,449.90,439.00,443.10,545200,432.38
2011-06-02,445.00,447.45,441.30,442.95,619300,432.24
2011-06-01,445.10,450.90,445.10,448.30,446500,437.46
2011-05-31,440.40,450.50,440.40,446.40,1909400,435.60
2011-05-30,441.55,446.65,439.65,441.80,616900,431.12
2011-05-27,433.10,444.70,433.10,442.05,597000,431.36
2011-05-26,437.10,439.85,432.75,434.90,1706700,424.38
2011-05-25,442.00,442.00,430.55,435.60,950800,425.07
2011-05-24,438.55,444.95,438.55,439.90,706800,429.26
2011-05-23,440.00,442.00,435.00,440.05,336300,429.41
2011-05-20,446.80,448.85,440.50,447.35,372800,436.53
2011-05-19,448.60,448.60,440.20,442.80,284800,432.09
2011-05-18,438.00,450.00,438.00,446.15,873200,435.36
2011-05-17,437.20,443.70,434.30,437.50,786000,426.92
2011-05-16,444.70,444.70,435.15,439.95,748600,429.31
2011-05-13,433.00,445.20,432.50,442.55,1182600,431.85
2011-05-12,434.15,439.80,431.60,433.30,524800,422.82
2011-05-11,439.90,442.90,435.25,439.15,702200,428.53
2011-05-10,435.10,442.45,432.20,436.30,361600,425.75
2011-05-09,440.55,442.50,435.20,436.15,287800,425.60
2011-05-06,437.00,452.90,435.20,442.45,1228700,431.75
2011-05-05,436.00,438.70,428.00,432.50,1340000,422.04
2011-05-04,438.35,440.80,428.00,437.00,939500,426.43
2011-05-03,445.00,449.90,433.00,436.65,817400,426.09
2011-05-02,450.00,453.90,443.00,447.60,539400,436.77
2011-04-29,446.00,451.65,444.15,450.30,863500,439.41
2011-04-28,454.00,454.80,445.00,446.60,1558500,435.80
2011-04-27,448.80,454.70,444.40,451.10,4569100,440.19
2011-04-26,465.00,467.80,454.05,464.70,724500,453.46
2011-04-25,464.00,468.40,460.65,466.20,450300,454.92
2011-04-21,462.55,471.70,460.10,463.15,1788300,451.95
2011-04-20,452.00,465.80,452.00,463.65,1438600,452.44
2011-04-19,444.00,451.80,439.50,449.55,639400,438.68
2011-04-18,450.10,455.00,444.00,445.40,1231500,434.63
2011-04-15,468.00,472.00,448.00,449.80,2063200,438.92
